img_id,fitzpatrick_scale,source
67af6e2923e52eff436a013572b7088b.jpg,2,fitzpatrick17k
5de18144953b0dcf774605ae4a9c65c3.jpg,5,fitzpatrick17k
c18ef5d1ddaa5651b201046f079f1607.jpg,2,fitzpatrick17k
1920c507d09dd56dee4e4d423efefc9b.jpg,2,fitzpatrick17k
1d7bd6b19b1e499529e8eea49a84effa.jpg,2,fitzpatrick17k
213877be1a20cbc68975c1e43644f1d9.jpg,3,fitzpatrick17k
8bb00e1c90499ee2035478cda18c7127.jpg,2,fitzpatrick17k
4eee4b8e1c7f507b3f2b84360864161b.jpg,2,fitzpatrick17k
2574ada7a5c2d591c34687061af1bb85.jpg,2,fitzpatrick17k
88c6f28ae4b08ad0369471e30354fb77.jpg,2,fitzpatrick17k
1bbe4519608f606a18adf1811fd1c051.jpg,1,fitzpatrick17k
ecb12338c649b55a198e5243157b0ec1.jpg,2,fitzpatrick17k
8915cc6232bb2c7fcb660b7992b46606.jpg,2,fitzpatrick17k
4fc33b1b329677786de74ff786678531.jpg,2,fitzpatrick17k
8041efa4c5821e57446a0ff75f388e66.jpg,1,fitzpatrick17k
c62a4a834fd490fa8d7b30c77e225f63.jpg,2,fitzpatrick17k
43d7ea1cae8cfa3f6a9f7ac73e7d1479.jpg,2,fitzpatrick17k
7d2f3fa05f4f362299c1ed148e7fc719.jpg,4,fitzpatrick17k
d4e6307697e22eed8376fb2e2c54ab1f.jpg,5,fitzpatrick17k
b0a513787e3c28076c3c197342be5ffa.jpg,3,fitzpatrick17k
51951d10305b0b101fc364246a23fa6c.jpg,3,fitzpatrick17k
54fffe82436fdaa76bde19239f9c0198.jpg,2,fitzpatrick17k
52b28c8c4e544f5aa071a0897d7d2e31.jpg,4,fitzpatrick17k
c287e154d40834eca091ac2562635e3d.jpg,1,fitzpatrick17k
b716eb8ad19b3839a5c0104c5f3419e5.jpg,4,fitzpatrick17k
7a66af0a1a2b2ffd84a3f9822be45c8e.jpg,1,fitzpatrick17k
8371f31bdd4a4ad7457bb790cc8108cd.jpg,1,fitzpatrick17k
568062107b882079931f07d874639343.jpg,6,fitzpatrick17k
f31890642d646144afbb92e30037fc81.jpg,2,fitzpatrick17k
a41731c6ccf0d65c7fdd468cbc6f2403.jpg,1,fitzpatrick17k
521bec867654c32d592f32f9256c5704.jpg,3,fitzpatrick17k
1633eff4560866de9c8aa0026f769a7f.jpg,3,fitzpatrick17k
80150b5b2bc40d4a8ef5aaea784ec5d0.jpg,1,fitzpatrick17k
9623821cee89328c00205e6e767781e5.jpg,3,fitzpatrick17k
ae895d961f33a66f43003eea737dc42f.jpg,1,fitzpatrick17k
07360bff59d68a64fe7e279625a4bbd4.jpg,3,fitzpatrick17k
fc00af3afd475aa7679fe83be88b4b8e.jpg,1,fitzpatrick17k
f03b5f7dab096ea793749f2efccf40e8.jpg,4,fitzpatrick17k
4d6b99e5b9f5ad5a0c6ef12ecd279844.jpg,2,fitzpatrick17k
c068909d0bea4def8a4e249893df1cdd.jpg,4,fitzpatrick17k
2795a63a4461d4d18b803d4bf48de1c8.jpg,2,fitzpatrick17k
4159e2236b2119f9c8aa39623aab4a84.jpg,1,fitzpatrick17k
fec412dd3ceaaa55dd66abe28dedfb56.jpg,1,fitzpatrick17k
f523a69b01629c390c3b8009f7f75926.jpg,1,fitzpatrick17k
0c86c8cd5cb0f89b4aa51e7614845f85.jpg,1,fitzpatrick17k
c60d8659cd66191da36c8a7151716af2.jpg,5,fitzpatrick17k
1add6c62ac85c70d864585e0f47c4662.jpg,3,fitzpatrick17k
ee0cca6b53ab15d28e448031f01d4d0f.jpg,3,fitzpatrick17k
d95bb36bbdb0f6f3224029ef6afc14e1.jpg,6,fitzpatrick17k
3d9887b1f426ac5a3a3ed5e2b8c56b87.jpg,6,fitzpatrick17k
4cd5b4b4e91b73f92f1a9a0a59305ac3.jpg,1,fitzpatrick17k
e0f19367fb01830251feb6220c00d755.jpg,1,fitzpatrick17k
54772e05a49dda00ec1a3c9b7a1cfdba.jpg,2,fitzpatrick17k
8b7382e1e6e5ab10b1866e638bdc08e4.jpg,2,fitzpatrick17k
2c74321d5e74fddb13c2d77b64cbe9b2.jpg,2,fitzpatrick17k
fa4ed547ba2ed8055c9d777ee729f70b.jpg,3,fitzpatrick17k
567e34fda94c9f3b8741c3cc725f5003.jpg,4,fitzpatrick17k
f08034a69a57680dbe4521f6e913ba22.jpg,3,fitzpatrick17k
68001b11a2510d29cc8f6ef121d0f4fb.jpg,4,fitzpatrick17k
99fa656a714f168b85e23c4fc5f66f2c.jpg,1,fitzpatrick17k
d412bd0647b56932df8563b17fed44d0.jpg,2,fitzpatrick17k
5dd824fd5b728b925e1b3d133a4503d6.jpg,1,fitzpatrick17k
945c7b1a4ae963372eb00a3919ef9b5d.jpg,1,fitzpatrick17k
fcd0e8f83bb2c2f01d124809fecc10cc.jpg,3,fitzpatrick17k
acd8feb1ca7fddf6e5237aa3eaced966.jpg,1,fitzpatrick17k
bcf42d7a8d77a148ab1a0159afe82e01.jpg,6,fitzpatrick17k
053ec481df72bf46c514bb5ad0479f35.jpg,3,fitzpatrick17k
7e1cb339cad2c949f96f7d0b32515252.jpg,2,fitzpatrick17k
53df5dabfaeaeb5a9a93b26204892499.jpg,2,fitzpatrick17k
3dbdf558dcfe15e8f7f3c1cc13e66422.jpg,4,fitzpatrick17k
98feee4e79ef8312db7e5604d95ad66f.jpg,3,fitzpatrick17k
bb6e7390c63e78607a7308076972713a.jpg,2,fitzpatrick17k
86942c44aa1bf357cc2e8861d02a0c30.jpg,2,fitzpatrick17k
1869b3068ba7dc3abd802d435a4bac96.jpg,2,fitzpatrick17k
ed16510afd72947109adc8bd02b2fbcc.jpg,6,fitzpatrick17k
d5e975424bd03500c176cb103f90fe22.jpg,1,fitzpatrick17k
2e096f75543e315d8cf1ccf1ae45ce6a.jpg,2,fitzpatrick17k
c52452ece9228447bd79aeb811360b82.jpg,3,fitzpatrick17k
1b0f82951e82535fa4f79a16802490d2.jpg,5,fitzpatrick17k
4970b05d67c6af51068e0f3d2b4057d0.jpg,3,fitzpatrick17k
6a1edd26c0f396ac5fd15d1efb0eee7a.jpg,2,fitzpatrick17k
2004c88f0aba56122257c4f71e67c719.jpg,3,fitzpatrick17k
84e14d651ff54a1e7f6f4acb103dc090.jpg,1,fitzpatrick17k
2dd732d5b9c3a9a429c0f92b99bdf78b.jpg,1,fitzpatrick17k
cb399ec010d1031fbaa1dad093a3a328.jpg,1,fitzpatrick17k
e1d0ad6f32c21567e0da766912bd95c9.jpg,5,fitzpatrick17k
a4830b8aa24b26a85f4abb4bdecb0e46.jpg,1,fitzpatrick17k
e4b2d2e8706fc69f39d8d2bafeff9cf9.jpg,1,fitzpatrick17k
9e8903b8eeb2a13655efe26bdb67d913.jpg,1,fitzpatrick17k
af52bb1087469cc110332783dd328d6a.jpg,2,fitzpatrick17k
67a5980c2855fb037a812e716dc911ca.jpg,1,fitzpatrick17k
583746c29c366423f454c4cc865c61d7.jpg,4,fitzpatrick17k
4d5d67ded1db4a27fa397abb80b6c93a.jpg,3,fitzpatrick17k
8c9ddef2b169af898e0942daab45177a.jpg,1,fitzpatrick17k
54f09a0af80b1930a3210d57df1f373e.jpg,2,fitzpatrick17k
79a72872f2309590928f9b8f5121f113.jpg,5,fitzpatrick17k
ecd326e0e7693095028b0914a1eb7b33.jpg,1,fitzpatrick17k
40090f7386786ee2d244619802442a9e.jpg,2,fitzpatrick17k
209796f490bbd3d395318fe99fb1c2eb.jpg,1,fitzpatrick17k
6028c61b4961b2147026f83f9be7693e.jpg,3,fitzpatrick17k
91742a4641e690530b23b16163a0a6d4.jpg,1,fitzpatrick17k
04196e1bcea2137a53790a42b56f0c12.jpg,1,fitzpatrick17k
0ec3ad42fa779284c90cf3eafd31a6e7.jpg,2,fitzpatrick17k
c0d87b8dc5b8419b85c8fa07517007fd.jpg,1,fitzpatrick17k
1579e85ffbc506c10a9c44e58f23227e.jpg,1,fitzpatrick17k
a41a9e740d9edcd99b35cc174fa81ea0.jpg,4,fitzpatrick17k
0645116845f5973b311d60306626086e.jpg,4,fitzpatrick17k
87e33bc3d8bbeb9522da95e4d8459ce2.jpg,4,fitzpatrick17k
3c51c4031263c4fabc496dc1bcad04ff.jpg,4,fitzpatrick17k
40f34dba67a996fb6ca51804b2ca949d.jpg,2,fitzpatrick17k
84a6fff2cdd6e254aa98355d53d78f01.jpg,2,fitzpatrick17k
bb2e052ba0951cf787b9e831ab2a5b10.jpg,1,fitzpatrick17k
6cba1a3c302571165ea1d3f81f0ddf5b.jpg,2,fitzpatrick17k
c510a308d939902edd2e7cd48bb75382.jpg,1,fitzpatrick17k
27205d913454aab62cde8b6456050155.jpg,3,fitzpatrick17k
342a75ba972d30bbff02b16ca81c9242.jpg,2,fitzpatrick17k
c8f1c03a90e5a0ead446526bbfc8e86a.jpg,3,fitzpatrick17k
2753aae451d232c73026a18fa18d9a64.jpg,2,fitzpatrick17k
7f4f73f61ddc330d6350fdaea66864ba.jpg,3,fitzpatrick17k
419204773fb6b21db74685b7047b9aa7.jpg,2,fitzpatrick17k
15dd1eb153ea63ea9a1638296520460d.jpg,2,fitzpatrick17k
fe1d319bf00127bf0cb755abddf2ee15.jpg,1,fitzpatrick17k
2042ae11fac08fba6e15177fbafeb8c4.jpg,5,fitzpatrick17k
36f74fc17d30cc16cabbdbcc79fbc35a.jpg,3,fitzpatrick17k
951559d1b2d52080c2bd4323a7bf58bf.jpg,3,fitzpatrick17k
69cfcc29d1376d77c9bcbfca301eefb6.jpg,3,fitzpatrick17k
c014669f72ba3e058c45e9b39366289d.jpg,1,fitzpatrick17k
2bd76012d2e130dad25ab694f1e4a957.jpg,4,fitzpatrick17k
9a2685b99d2db77c7297891d1c5b2dae.jpg,2,fitzpatrick17k
b9677d43bff719c0303324b815f45ce3.jpg,2,fitzpatrick17k
fb41d70e2f3ac0f981d4d2eb6f199318.jpg,2,fitzpatrick17k
b1d2d9cd5adbf8d00c245c55ed9b9a3c.jpg,2,fitzpatrick17k
816aac4818f712f7ed5eabc139536c5c.jpg,2,fitzpatrick17k
be786775bae4bcd6340bc8a56d17fbde.jpg,4,fitzpatrick17k
253be2f413ae5074f582c1d3bb3c438e.jpg,3,fitzpatrick17k
72211de957c5738ae20c26fc0d282624.jpg,3,fitzpatrick17k
d884c99eea5c16906e1aa261b64e5f33.jpg,4,fitzpatrick17k
94774d1e1b47f298a2e7dd707cb4b33f.jpg,6,fitzpatrick17k
232ffc65a1cceab6e49447cfe8b3b98d.jpg,4,fitzpatrick17k
faf8e085ae5bd0864530d88a790f44e8.jpg,2,fitzpatrick17k
6b37192b904b8f3e340ca954b344cde1.jpg,2,fitzpatrick17k
f756cf62f818d2c7d1bcd1cbd7e27fe9.jpg,3,fitzpatrick17k
e384b02d1dc93ee62ea629782fbbd055.jpg,1,fitzpatrick17k
a8583006eb83757f8a183bb8aef23f14.jpg,4,fitzpatrick17k
22f13657c4a6b4a3fc6ea06d313c3725.jpg,3,fitzpatrick17k
4ff4109275ef98c7cd754dee47249adc.jpg,2,fitzpatrick17k
b40f1d9b08329ccd6770a3ebe7b46a63.jpg,2,fitzpatrick17k
519b5ab6da136dcd86d39233c58f0cdc.jpg,5,fitzpatrick17k
1fa86e2a6a80279cd8508d1420ba102d.jpg,2,fitzpatrick17k
ea4135d3a66066d80b3750356b4469e5.jpg,3,fitzpatrick17k
a53069df4102fe42931404e56ad1baca.jpg,4,fitzpatrick17k
2382de55e22f02da084f456be7d3cef7.jpg,5,fitzpatrick17k
becab807bbe933d1a5e84f378dfc083f.jpg,4,fitzpatrick17k
a51640213be4c550f316af2ef17b1db9.jpg,4,fitzpatrick17k
42bb46cb779b95f10e531e2b6181e439.jpg,1,fitzpatrick17k
7ba51368a962a6acafec7b39779cb4a9.jpg,2,fitzpatrick17k
11dc7b2bf84d38fd4cb764b233bed877.jpg,4,fitzpatrick17k
244d9705f1c143e72f5d27a66c9301b0.jpg,1,fitzpatrick17k
1199d7f9b1d5d0d7393ac6f5149a29e6.jpg,2,fitzpatrick17k
a1c1f1ea02cf83d75af5e1fa9c3ade5a.jpg,2,fitzpatrick17k
057a18ef59ca4313fc8ca879c5094f13.jpg,3,fitzpatrick17k
0399aef9b12830197dfdf4290d4987a2.jpg,2,fitzpatrick17k
993841d17697a0ff4c5e60a9c307e483.jpg,1,fitzpatrick17k
b91bf35f16602faab8dc334563de5b33.jpg,1,fitzpatrick17k
c790bd98edf1833b02e0d365cc9f3237.jpg,2,fitzpatrick17k
f91050887f385779a2859b9fe2f2b517.jpg,3,fitzpatrick17k
4fb3b473a70b32545595f49757d68755.jpg,2,fitzpatrick17k
4c06e0c32fd9cc0362a8ab1124c60108.jpg,2,fitzpatrick17k
5d7f2fce39f5b616053579d62c3b066a.jpg,4,fitzpatrick17k
0b16a555be4b4095e716c24468130342.jpg,1,fitzpatrick17k
61666c0ec14deb9728144948debffd74.jpg,2,fitzpatrick17k
7d947bedd4f98ad21f28bfc509f79ba7.jpg,2,fitzpatrick17k
6803521d9bc13a16bebf67e5f542d9be.jpg,3,fitzpatrick17k
8f023e0be7de1b39bf539ac80f9a3389.jpg,1,fitzpatrick17k
6239f3da8753c4e78ad2f9d4cdb98844.jpg,1,fitzpatrick17k
193903d38c40fe3b15f9c870afaeea41.jpg,3,fitzpatrick17k
f59b7520b19f77d86acb95e6cafe26f0.jpg,4,fitzpatrick17k
407d41dc4b0e9e0fddd2fe5a4e155986.jpg,4,fitzpatrick17k
567702589f8b077546df1e08c6ba66a9.jpg,2,fitzpatrick17k
f5d9672f993644f8c9470f4d92fa2e4c.jpg,5,fitzpatrick17k
6fcaf3c1ecef5a938bf70ae2b6ed24f6.jpg,2,fitzpatrick17k
7a973c126993a6366636eae00fe17335.jpg,2,fitzpatrick17k
bc3c00ce4c75db31029f4aa4c439a907.jpg,4,fitzpatrick17k
c686ea44d704970a3a5c8ac99f7fcb3e.jpg,2,fitzpatrick17k
75f3059a6ad92bc7ef724a4ac79dc492.jpg,2,fitzpatrick17k
d4878e8544955362ed423043cde97b1a.jpg,4,fitzpatrick17k
55e268bf2641c7ceeadd9f43ceb55f29.jpg,2,fitzpatrick17k
9965621eb0e381dc51db0ffa0b3033e7.jpg,2,fitzpatrick17k
351776c5e6f0d2d7473bd6248db1cca8.jpg,3,fitzpatrick17k
3c79c34320e19a320383798f53c1b0cc.jpg,3,fitzpatrick17k
3e86ab3783214d777fde88c50932e337.jpg,2,fitzpatrick17k
bc7dc8a8b076a349641002723fcecd3a.jpg,3,fitzpatrick17k
3791b30f96733f69b473c8d2fcf3998b.jpg,2,fitzpatrick17k
